Prop_Addr,LandSlope,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageQual,PavedDrive,Fence,GrLivArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X2ndFlrSF,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MoSold,MSSubClass_30,MSSubClass_120,MSSubClass_160,MSSubClass_190,MSZoning_FV,LandContour_Bnk,LandContour_HLS,LotConfig_CulDSac,LotConfig_FR2,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Gilbert,Neighborhood_Mitchel,Neighborhood_NPkVill,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_StoneBr,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition2_PosN,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,RoofStyle_Hip,Exterior1st_BrkFace,Exterior1st_HdBoard,Exterior1st_Wd.Sdng,Exterior2nd_HdBoard,Exterior2nd_Plywood,MasVnrType_BrkFace,Foundation_PConc,CentralAir_N,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Partial,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation,nb_income
3820 BERKSHIRE AVE,3,6,5,2,4,3,1,5,0,0,1,5,1,3,8,3,3,3,0,2299,60,7500,0,0,0,938,938,1342,482,188,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,8,4,6,5
3840 BERKSHIRE AVE,3,6,5,2,4,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1633,73,11184,0,0,0,932,932,701,460,0,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,10,10,10,6,5
3835 BROOKDALE AVE,3,6,5,2,4,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1655,75,10000,0,0,0,763,763,892,440,157,84,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,17,16,6,5
3831 BROOKDALE AVE,3,6,5,2,4,3,1,4,0,0,1,3,1,4,8,3,3,3,0,1501,0,7685,112,518,0,179,697,804,420,190,63,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,10,13,12,6,5
3821 BROOKDALE AVE,3,6,7,3,4,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1571,59,7837,0,0,0,799,799,772,380,0,40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,16,15,6,5
3803 BROOKDALE AVE,3,6,8,4,4,4,1,4,0,0,1,3,1,3,8,3,3,3,0,1470,0,9765,68,310,0,370,680,790,420,232,63,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,10,16,16,6,5
3804 EISENHOWER AVE,3,7,5,2,4,3,1,4,0,0,0,3,1,4,8,0,3,3,0,1187,0,9556,52,0,0,1168,1168,0,420,0,21,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,10,15,14,6,5
3812 EISENHOWER AVE,3,6,5,2,4,3,1,4,1,0,1,3,1,3,8,3,3,3,0,1658,0,8000,0,219,0,554,773,885,431,224,84,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,13,12,6,5
3828 EISENHOWER AVE,3,6,5,2,4,3,1,4,1,0,1,3,1,4,8,3,3,3,0,1516,0,8803,0,600,0,107,707,809,409,0,46,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,15,14,6,5
3823 COLUMBINE AVE,3,6,5,2,4,3,1,5,0,0,0,3,1,4,8,3,3,3,0,1190,58,7250,45,0,0,1181,1181,0,430,0,21,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,10,16,16,6,5
3801 COLUMBINE AVE,3,6,5,2,4,3,1,4,0,0,1,3,1,3,8,3,3,3,3,1593,0,9636,0,0,0,808,808,785,389,342,40,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,17,16,6,5
3814 BROOKDALE AVE,3,6,5,2,4,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1481,65,8125,0,0,0,702,702,779,343,0,36,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,15,14,6,5
3832 BROOKDALE AVE,3,7,5,3,4,3,1,5,0,0,1,3,1,4,8,3,3,3,0,1895,0,10832,0,0,0,712,712,809,409,143,46,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,14,12,6,5
2018 TAYLOR CIR,3,6,5,2,4,3,1,4,1,0,1,3,1,4,8,0,3,3,4,1709,0,14067,194,504,0,332,836,858,416,0,40,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,10,17,17,6,5
2012 TAYLOR CIR,3,7,5,3,4,3,1,4,0,0,1,3,1,4,8,3,3,3,0,1472,0,10784,76,0,0,384,384,670,402,164,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,10,16,15,6,5
3724 EISENHOWER AVE,3,7,5,2,4,3,1,4,0,0,1,3,1,4,8,3,3,3,0,1482,0,9125,170,0,0,384,384,670,392,100,25,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,10,15,15,6,5
1930 WINDFIELD DR,3,6,6,2,4,3,1,4,1,0,0,3,1,4,8,0,3,3,0,1167,0,9248,106,560,0,598,1158,0,400,120,26,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,10,17,17,6,5
3715 COLUMBINE CIR,3,6,5,2,4,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1642,0,7655,0,0,0,903,903,732,392,290,84,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,14,13,6,5
3720 COLUMBINE CIR,3,6,7,2,4,3,1,5,1,0,0,3,1,3,8,0,3,3,4,1187,0,7980,0,935,0,233,1168,0,420,483,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,18,3,6,5
2218 WINDFIELD DR,3,7,5,3,4,3,1,5,0,0,1,3,1,4,8,3,3,3,0,1983,0,10762,344,694,0,284,978,978,490,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,10,10,6,5
2206 WINDFIELD DR,3,7,5,2,4,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1632,63,9084,0,0,0,935,935,677,462,0,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,10,8,8,6,5
2122 WINDFIELD DR,3,6,5,2,4,3,1,4,0,0,1,3,1,3,8,4,3,3,0,1465,63,8402,0,0,0,789,789,676,393,0,75,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,12,12,6,5
1711 TOP O HOLLOW RD,3,6,6,2,3,3,4,2,1,0,0,3,1,3,8,3,3,2,3,1128,160,18160,138,550,0,752,1302,0,480,0,108,246,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,10,43,43,6,5
3629 FLETCHER BLVD,3,7,5,2,4,3,3,4,1,0,1,2,1,4,8,1,3,3,0,1341,85,10176,0,637,0,663,1300,0,506,192,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,20,20,6,5
3817 FLETCHER BLVD,3,7,5,2,4,3,1,5,0,0,0,3,1,3,8,0,3,3,0,1442,99,11851,0,0,0,1424,1424,0,500,0,34,0,508,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,19,19,6,5
3916 FLETCHER BLVD,3,8,5,2,4,3,1,3,0,0,0,2,1,3,8,0,3,3,0,1204,30,3701,0,0,0,1191,1191,0,461,120,70,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,10,19,19,6,5
3908 FLETCHER BLVD,3,8,5,3,4,3,1,5,0,0,1,2,1,4,8,0,3,3,0,1088,0,3696,0,0,0,1074,1074,0,461,0,74,137,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,10,21,21,6,5
3908 STONE BROOKE CIR,3,7,5,3,4,3,2,4,1,0,0,3,1,4,7,3,3,3,0,2090,0,5062,0,828,182,180,1190,900,577,219,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,10,23,23,6,5
3904 STONE BROOKE CIR,3,8,5,3,4,3,4,3,1,0,1,1,1,4,8,0,3,3,0,1502,0,6820,0,368,1120,0,1488,0,528,0,54,0,0,140,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,25,25,6,5
1527 STONE BROOKE RD,3,8,5,3,4,3,2,4,1,0,0,2,1,4,8,4,3,3,0,1228,40,4671,0,767,0,461,1228,0,472,168,120,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,20,19,6,5
1519 STONE BROOKE RD,2,8,5,3,4,3,3,4,1,0,0,2,1,4,8,3,3,3,0,1337,65,5950,0,319,0,1018,1337,0,462,0,73,154,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,19,19,6,5
1530 STONE BROOKE RD,3,8,5,3,4,3,3,4,1,0,0,2,1,3,8,0,3,3,0,1179,38,4740,0,248,0,918,1166,0,480,0,108,0,0,135,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,19,6,5
1512 STONE BROOKE RD,3,8,5,3,4,3,3,4,1,0,0,1,1,4,8,3,3,3,0,1321,35,5118,0,926,0,386,1312,0,484,0,64,140,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,17,17,6,5
1608 STONE BROOKE RD,3,7,7,3,4,4,1,4,1,0,0,2,1,4,8,3,4,3,0,1767,44,5306,0,495,215,354,1064,703,504,441,35,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,19,19,6,5
1601 WOODHAVEN CIR,2,8,5,3,4,3,3,3,1,0,0,2,1,4,8,3,3,3,0,1742,0,6563,0,1148,0,594,1742,0,564,114,28,234,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,10,21,21,6,5
1408 EDGEWATER CT,3,8,5,3,5,3,3,5,0,0,1,5,1,5,8,4,3,3,0,2500,101,13543,130,16,0,1152,1168,1332,683,192,32,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,3,3,6,5
1407 PANORAMIC CT,3,9,5,3,5,4,3,5,0,0,1,4,1,4,8,4,3,3,0,2473,63,12292,184,205,0,889,1094,1371,675,246,39,0,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,10,0,0,6,5
1401 PANORAMIC CT,3,9,5,3,5,3,3,5,1,0,0,3,1,4,8,4,3,3,0,1922,86,14157,200,1249,0,673,1922,0,676,178,51,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,10,2,1,6,5
4020 EDGEWATER DR,3,8,5,4,5,4,1,5,0,0,1,4,1,5,8,4,3,3,0,2576,82,12438,466,0,0,1234,1234,1312,666,324,100,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,10,0,0,6,5
4014 EDGEWATER DR,3,9,5,3,4,4,1,5,0,0,1,4,1,5,8,4,3,3,0,2504,77,11198,245,0,0,1122,1122,1370,656,144,39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,10,3,1,6,5
4008 EDGEWATER DR,3,8,5,3,5,3,2,5,1,0,1,4,1,5,8,4,3,3,0,2541,98,12328,146,986,0,163,1149,1377,729,120,32,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,10,2,2,6,5
4013 FRANCES E DAVIS CT,3,9,5,4,5,3,3,5,1,0,0,2,1,5,8,4,3,3,0,1884,53,15401,296,1337,0,547,1884,0,670,214,76,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,10,4,4,6,5
4008 FRANCES E DAVIS CT,3,10,5,4,5,3,1,5,1,0,1,4,1,5,8,4,3,3,0,2698,82,16052,734,1206,0,644,1850,848,736,250,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,10,0,0,6,5
4126 LAURA CT,2,8,5,4,4,3,3,5,1,0,1,4,1,5,5,4,3,3,0,3279,47,53504,603,1416,0,234,1650,1589,841,503,36,0,0,210,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,10,7,7,6,5
4120 LAURA CT,3,9,5,4,5,3,4,5,1,0,1,4,1,4,8,4,4,3,0,2338,52,51974,710,1101,0,1559,2660,0,1110,0,135,0,0,322,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,10,1,0,6,5
4011 DAWES DR,2,8,7,3,4,3,4,4,0,0,0,4,1,3,8,0,3,3,0,1752,152,12134,0,427,0,132,559,672,492,325,12,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,10,22,5,6,5
3906 DAWES DR,3,5,6,2,0,0,0,4,0,0,0,2,1,3,8,3,3,2,0,2320,0,14762,0,0,0,0,0,720,672,120,144,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,58,56,6,5
3920 DAWES DR,3,6,2,2,3,3,1,3,0,0,0,3,1,3,6,4,3,3,0,1474,0,31220,0,0,0,1632,1632,0,495,0,0,144,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,10,56,56,6,5
4014 DAWES DR,3,5,5,2,4,3,3,3,1,0,1,3,1,3,5,0,3,1,0,1424,195,41600,0,1047,0,53,1100,0,828,144,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,10,38,17,6,5
1121 TOP O HOLLOW RD 1123,3,5,5,2,3,3,2,3,1,0,0,3,1,3,8,0,3,3,0,1056,100,34650,0,1056,0,0,1056,0,572,264,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5,10,51,51,6,5
3909 HOOVER AVE,3,9,5,3,5,3,3,5,1,0,0,2,1,5,8,4,3,3,0,1612,61,8035,165,797,0,815,1612,0,556,0,164,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,10,1,1,6,5
3817 HOOVER AVE,3,8,6,3,4,3,4,5,1,0,0,2,1,4,8,4,3,3,0,1419,60,8089,0,945,0,474,1419,0,567,140,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,10,0,0,6,5
3811 HOOVER AVE,3,9,5,4,5,3,3,5,1,0,0,2,1,5,8,4,3,3,0,1710,60,8118,178,1034,0,676,1710,0,557,156,48,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,10,1,1,6,5
3807 HOOVER AVE,3,9,5,3,5,3,3,5,1,0,0,2,1,4,8,4,3,3,0,1714,60,8147,230,1191,0,523,1714,0,517,156,55,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,10,1,1,6,5
1214 ADAMS ST,3,8,5,3,5,3,2,5,0,0,1,3,1,4,8,4,3,3,0,2046,80,11844,464,0,0,2046,2046,0,834,322,82,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,10,1,1,6,5
1309 KINYON CIR,3,8,5,3,5,4,3,5,1,0,1,1,1,4,8,4,3,3,0,2234,85,14082,945,1558,0,662,2220,0,724,390,80,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,10,1,1,6,5
1303 KINYON CIR,3,10,5,4,5,3,3,5,1,0,0,3,1,5,8,4,3,3,0,2042,81,13870,250,1152,0,590,1742,0,724,240,52,0,0,174,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,5,10,1,0,6,5
1210 KINYON CIR,3,9,5,4,5,3,3,5,1,0,1,3,1,5,8,4,3,3,0,2000,90,18261,420,1416,0,494,1910,0,722,351,102,0,0,123,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,10,1,1,6,5
1316 KINYON CIR,3,9,2,3,5,3,4,5,1,0,1,1,1,5,8,5,3,3,0,1856,88,11394,350,1445,0,411,1856,0,834,113,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,10,0,0,6,5
3802 HOOVER AVE,2,7,5,3,5,3,4,5,1,0,0,3,1,4,8,4,3,3,0,1530,124,16158,16,1274,0,256,1530,0,430,168,36,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,10,4,4,6,5
3805 DAWES DR,3,6,5,2,3,3,1,4,0,0,1,3,1,3,8,3,3,3,0,1488,0,47280,44,0,0,1488,1488,0,738,0,0,180,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,10,58,58,6,5
917 TOP O HOLLOW RD,3,4,5,2,3,3,1,5,0,0,0,2,1,3,8,0,3,3,0,864,140,19138,0,120,0,744,864,0,400,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,59,59,6,5
3616 CALHOUN AVE,3,5,6,2,4,3,1,5,1,0,1,3,1,3,8,3,3,2,0,1934,85,11900,157,400,0,722,1122,988,567,0,176,0,0,200,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,10,32,32,6,5
3421 EISENHOWER AVE,3,7,7,3,4,3,2,5,1,0,0,3,1,4,8,0,3,3,0,1621,91,14145,0,213,0,995,1208,0,440,108,45,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,22,8,2,6
2101 BUCHANAN DR,3,6,7,3,4,3,1,5,0,0,0,3,1,4,8,3,3,3,0,1440,0,12546,310,678,0,762,1440,0,467,0,0,99,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,26,26,2,6
2322 BUCHANAN DR,3,7,6,2,4,3,1,4,0,0,1,3,1,3,8,3,3,3,3,2093,46,20544,123,0,0,791,791,857,542,364,63,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,22,17,2,6
2211 BUCHANAN DR,3,7,6,3,4,4,2,5,1,0,0,2,1,5,8,5,3,3,0,1688,63,12680,102,983,0,692,1675,0,528,0,48,0,0,141,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,20,20,2,6
3217 EISENHOWER AVE,3,7,7,3,4,3,1,3,1,0,1,4,1,5,8,3,3,3,4,2353,94,13005,278,692,0,153,845,1200,484,288,195,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,29,29,2,6
3414 EISENHOWER AVE,3,6,7,2,4,3,1,5,0,0,1,3,1,3,8,3,3,3,0,1868,78,12090,74,0,0,585,585,728,477,268,112,0,0,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,6,23,4,2,6
3318 EISENHOWER AVE,3,6,6,2,4,3,1,3,0,0,0,3,1,4,8,3,3,3,4,1422,78,12090,210,588,228,606,1422,0,576,276,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,27,27,2,6
3312 EISENHOWER AVE,3,7,7,3,4,3,1,5,0,0,1,3,1,4,8,3,3,3,0,1479,78,12090,306,321,0,404,725,754,484,167,72,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,26,4,2,6
3306 EISENHOWER AVE,3,7,7,3,4,3,2,3,1,0,0,3,1,3,8,0,3,3,0,1260,0,10825,174,747,0,513,1260,0,598,152,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,25,25,2,6
3300 EISENHOWER AVE,3,7,5,3,4,4,1,4,0,0,1,4,1,4,8,0,3,3,0,2183,0,13837,178,1002,202,0,1204,806,786,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,6,18,18,2,6
2009 BUCHANAN DR,3,7,6,2,4,3,1,3,1,0,0,3,1,4,8,3,3,3,0,1664,93,12299,67,1328,0,201,1529,0,663,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,29,22,2,6
