Prop_Addr,LandSlope,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,BsmtFullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageFinish,GrLivArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,TotalBsmtSF,GarageArea,WoodDeckSF,ScreenPorch,MoSold,MSSubClass_30,MSSubClass_90,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_190,MSZoning_C..all.,MSZoning_RH,Alley_Grvl,Alley_Pave,LandContour_HLS,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_GrnHill,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition1_Artery,Condition1_Feedr,Condition1_RRAe,Condition1_RRNn,Condition2_Feedr,Condition2_PosA,Condition2_PosN,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_2.5Fin,HouseStyle_2.5Unf,RoofStyle_Hip,RoofStyle_Mansard,RoofMatl_Membran,RoofMatl_WdShngl,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_Wd.Sdng,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stucco,MasVnrType_BrkCmn,MasVnrType_BrkFace,Foundation_PConc,Foundation_Slab,Foundation_Wood,Heating_Grav,Heating_OthW,Heating_Wall,GarageType_2Types,GarageType_Basment,GarageType_NoGarage,MiscFeature_TenC,SaleType_COD,SaleType_Con,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Family,SaleCondition_Partial,crime_rate,school_quality,HouseAge,LastRemod,nb_appreciation
1818 WATERBURY CIR,3,8,5,3,4,3,2,5,1,0,2,1,4,8,0,3,1338,41,4920,0,616,0,1338,582,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,9,6
4239 STONE BROOKE RD,3,8,5,3,4,3,1,5,1,0,2,1,5,8,5,3,1659,40,5664,0,1158,0,1501,499,212,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,9,6
4207 STONE BROOKE RD,3,8,5,3,5,3,2,5,1,1,1,1,4,7,3,3,1682,45,6264,0,656,0,1664,528,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,11,6
4202 STONE BROOKE RD,3,8,5,2,4,3,4,5,1,0,2,1,3,8,0,3,1478,61,7380,0,341,0,1418,495,168,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,11,6
4029 FLETCHER BLVD,3,8,5,3,4,3,1,4,1,0,2,1,4,8,3,2,1337,41,5395,0,733,0,1337,462,96,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,15,6
4024 FLETCHER BLVD,3,8,5,3,4,3,1,5,0,0,2,1,4,8,0,2,1280,43,5005,0,263,0,1280,506,0,144,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,18,6
4028 FLETCHER BLVD,3,8,5,3,4,3,2,5,0,0,2,1,4,8,0,2,1280,39,5070,0,0,0,1280,506,0,144,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,16,6
4139 STONE BROOKE RD,3,8,5,3,4,3,1,5,1,0,2,1,4,8,0,2,1734,57,8013,0,741,0,1587,528,52,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,13,6
4131 STONE BROOKE RD,3,8,5,3,4,3,1,5,1,0,2,1,4,8,3,2,1616,39,5389,0,1180,0,1595,608,237,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,14,6
4019 STONE BROOKE RD,3,8,5,3,4,3,1,5,0,1,4,1,4,8,0,3,2687,68,13108,0,0,0,2062,618,168,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,12,6
1911 STONE BROOKE RD,3,6,6,2,4,3,1,4,0,0,3,1,3,8,3,3,1169,0,8076,112,705,0,1160,402,0,144,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,12,6
3928 BROOKDALE CIR,3,6,5,2,4,3,1,4,0,1,3,1,3,8,3,3,1694,0,10147,32,186,0,392,398,256,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,13,6
3839 BERKSHIRE AVE,3,6,5,2,4,3,1,5,0,1,3,1,3,8,3,3,1604,100,10839,0,0,0,926,470,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,10,6
3823 BERKSHIRE AVE,3,7,5,3,4,3,1,4,0,1,3,1,3,8,3,3,1382,57,8923,0,189,0,384,396,256,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,11,6
3842 HYDE AVE,3,6,5,2,4,3,1,4,1,1,3,1,3,8,3,3,1714,0,8637,0,871,0,923,451,256,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,8,7,6
3813 EISENHOWER AVE,3,7,5,3,4,3,1,4,0,1,3,1,4,8,0,3,1553,63,7875,0,414,0,691,420,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,11,6
3809 EISENHOWER AVE,3,7,5,2,4,4,1,4,0,0,3,1,3,8,3,3,1253,63,7875,38,0,0,1237,402,220,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,11,6
3806 BERKSHIRE AVE,3,7,5,2,4,3,1,4,0,1,3,1,3,8,3,3,1718,74,10141,40,0,0,832,427,0,291,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,11,6
3810 BERKSHIRE AVE,3,6,5,3,4,3,1,4,1,1,3,1,3,8,3,3,1636,60,7500,0,476,0,952,440,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,10,6
3814 BERKSHIRE AVE,3,7,5,2,3,3,1,4,0,1,3,1,4,8,3,3,1804,60,7500,0,0,0,994,442,140,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,11,6
3820 BERKSHIRE AVE,3,6,5,2,4,3,1,5,0,1,5,1,3,8,3,3,2299,60,7500,0,0,0,938,482,188,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,4,6
3840 BERKSHIRE AVE,3,6,5,2,4,3,1,4,0,1,3,1,3,8,3,3,1633,73,11184,0,0,0,932,460,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,10,10,6
3835 BROOKDALE AVE,3,6,5,2,4,3,1,4,0,1,3,1,3,8,3,3,1655,75,10000,0,0,0,763,440,157,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,16,6
3831 BROOKDALE AVE,3,6,5,2,4,3,1,4,0,1,3,1,4,8,3,3,1501,0,7685,112,518,0,697,420,190,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,12,6
3821 BROOKDALE AVE,3,6,7,3,4,3,1,4,0,1,3,1,3,8,3,2,1571,59,7837,0,0,0,799,380,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,15,6
3803 BROOKDALE AVE,3,6,8,4,4,4,1,4,0,1,3,1,3,8,3,3,1470,0,9765,68,310,0,680,420,232,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,16,6
3804 EISENHOWER AVE,3,7,5,2,4,3,1,4,0,0,3,1,4,8,0,2,1187,0,9556,52,0,0,1168,420,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,14,6
3812 EISENHOWER AVE,3,6,5,2,4,3,1,4,1,1,3,1,3,8,3,3,1658,0,8000,0,219,0,773,431,224,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,12,6
3828 EISENHOWER AVE,3,6,5,2,4,3,1,4,1,1,3,1,4,8,3,3,1516,0,8803,0,600,0,707,409,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,14,6
3823 COLUMBINE AVE,3,6,5,2,4,3,1,5,0,0,3,1,4,8,3,1,1190,58,7250,45,0,0,1181,430,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,16,6
3801 COLUMBINE AVE,3,6,5,2,4,3,1,4,0,1,3,1,3,8,3,2,1593,0,9636,0,0,0,808,389,342,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,16,6
3814 BROOKDALE AVE,3,6,5,2,4,3,1,4,0,1,3,1,3,8,3,3,1481,65,8125,0,0,0,702,343,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,14,6
3832 BROOKDALE AVE,3,7,5,3,4,3,1,5,0,1,3,1,4,8,3,3,1895,0,10832,0,0,0,712,409,143,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,12,6
2018 TAYLOR CIR,3,6,5,2,4,3,1,4,1,1,3,1,4,8,0,3,1709,0,14067,194,504,0,836,416,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,17,6
2012 TAYLOR CIR,3,7,5,3,4,3,1,4,0,1,3,1,4,8,3,2,1472,0,10784,76,0,0,384,402,164,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,15,6
3724 EISENHOWER AVE,3,7,5,2,4,3,1,4,0,1,3,1,4,8,3,3,1482,0,9125,170,0,0,384,392,100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,15,6
1930 WINDFIELD DR,3,6,6,2,4,3,1,4,1,0,3,1,4,8,0,2,1167,0,9248,106,560,0,1158,400,120,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,17,6
3715 COLUMBINE CIR,3,6,5,2,4,3,1,4,0,1,3,1,3,8,3,2,1642,0,7655,0,0,0,903,392,290,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,13,6
3720 COLUMBINE CIR,3,6,7,2,4,3,1,5,1,0,3,1,3,8,0,3,1187,0,7980,0,935,0,1168,420,483,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,3,6
2218 WINDFIELD DR,3,7,5,3,4,3,1,5,0,1,3,1,4,8,3,3,1983,0,10762,344,694,0,978,490,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,10,6
2206 WINDFIELD DR,3,7,5,2,4,3,1,4,0,1,3,1,3,8,3,3,1632,63,9084,0,0,0,935,462,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,8,6
2122 WINDFIELD DR,3,6,5,2,4,3,1,4,0,1,3,1,3,8,4,3,1465,63,8402,0,0,0,789,393,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,12,6
1711 TOP O HOLLOW RD,3,6,6,2,3,3,4,2,1,0,3,1,3,8,3,1,1128,160,18160,138,550,0,1302,480,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,43,43,6
3629 FLETCHER BLVD,3,7,5,2,4,3,3,4,1,1,2,1,4,8,1,1,1341,85,10176,0,637,0,1300,506,192,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,20,20,6
3817 FLETCHER BLVD,3,7,5,2,4,3,1,5,0,0,3,1,3,8,0,2,1442,99,11851,0,0,0,1424,500,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,19,6
3916 FLETCHER BLVD,3,8,5,2,4,3,1,3,0,0,2,1,3,8,0,2,1204,30,3701,0,0,0,1191,461,120,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,19,6
3908 FLETCHER BLVD,3,8,5,3,4,3,1,5,0,1,2,1,4,8,0,2,1088,0,3696,0,0,0,1074,461,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,21,21,6
3908 STONE BROOKE CIR,3,7,5,3,4,3,2,4,1,0,3,1,4,7,3,3,2090,0,5062,0,828,182,1190,577,219,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,23,23,6
3904 STONE BROOKE CIR,3,8,5,3,4,3,4,3,1,1,1,1,4,8,0,2,1502,0,6820,0,368,1120,1488,528,0,140,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,25,25,6
1527 STONE BROOKE RD,3,8,5,3,4,3,2,4,1,0,2,1,4,8,4,3,1228,40,4671,0,767,0,1228,472,168,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,20,19,6
1519 STONE BROOKE RD,2,8,5,3,4,3,3,4,1,0,2,1,4,8,3,2,1337,65,5950,0,319,0,1337,462,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,19,6
1530 STONE BROOKE RD,3,8,5,3,4,3,3,4,1,0,2,1,3,8,0,2,1179,38,4740,0,248,0,1166,480,0,135,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,19,6
1512 STONE BROOKE RD,3,8,5,3,4,3,3,4,1,0,1,1,4,8,3,2,1321,35,5118,0,926,0,1312,484,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,17,6
1608 STONE BROOKE RD,3,7,7,3,4,4,1,4,1,0,2,1,4,8,3,2,1767,44,5306,0,495,215,1064,504,441,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,19,6
